Tidspunkt,Energimåler energibrønner Retur temperature,Energimåler energibrønner Tur temperature,Energimåler levert fjernkjøling Tur temperature,Energimåler levert fjernvarme Retur temperature,Energimåler levert fjernvarme Tur temperature,Energimåler produsert _IK401 Retur temperature,Energimåler produsert _IK401 Retur temperature (2),Energimåler produsert _IK401 Tur temperature,Energimåler produsert _IK402 Retur temperature,Energimåler produsert _IK402 Retur temperature (2),Energimåler produsert _IK402 Tur temperature,Retur temperature fjernkjølekrets,Tur temperature fra varmepumpe _IK401,Tur temperature fra varmepumpe _IK402,Utetemperatur,El_måler stiger til =434_101 Aktiv effekt,El_måler stiger til fordeling =434_102 Aktiv effekt,El_måler til varmepumpe _IK401 Aktiv effekt,El_måler til varmepumpe _IK402 Aktiv effekt,Nettanalysator inntak Aktiv effekt,Nettanalysator inntak Aktiv effekt (2),Energimåler energibrønner Avgitt effekt,Energimåler kjøling energisentral Avgitt effekt,Energimåler levert fjernkjøling Avgitt effekt,Energimåler levert fjernvarme Avgitt effekt,Energimåler oppvarming energisentral Avgitt effekt,Energimåler produsert _IE401 Avgitt effekt,Energimåler produsert _IE402 Avgitt effekt,Energimåler produsert _IK401 Avgitt effekt,Energimåler produsert _IK401 Avgitt effekt (2),Energimåler produsert _IK402 Avgitt effekt,Energimåler produsert _IK402 Avgitt effekt (2),Energimåler produsert _IP401 Avgitt effekt,Energimåler produsert _IP402 Avgitt effekt,Energimåler produsert _IP403 Avgitt effekt,Energimåler tørrkjølerkrets Avgitt effekt,Energimåler tørrkjølerkrets Avgitt effekt (2),assumed_bore_depth_m,surface_T_proxy,geo_gradient_C_per_km,geo_heatflow_mW_m2,bore_depth_km,geo_baseline_T_at_depth
2025-03-16 23:05:00,4.3,1.7,10.0,41.0,46.6,41.7,3.8,0.8,39.1,4.2,4.1,11.7,46.6,39.7,-0.7,18.0,14.2,310,0,345,18,-680,-31,-120,1150,3,0,0,1170,-860,0,0,0,0,0,0,0,250.0,-0.7,13.0,51.0,0.25,2.55
2025-03-16 23:10:00,4.3,1.7,10.0,41.2,46.6,41.9,3.7,0.8,39.1,4.3,4.1,11.5,46.6,39.5,-0.7,17.8,14.4,298,0,327,17,-660,-31,-110,1120,3,0,0,1140,-840,0,0,0,0,0,0,0,250.0,-0.7,13.0,51.0,0.25,2.55
2025-03-16 23:15:00,4.3,1.7,10.0,41.2,46.4,41.9,3.6,0.9,39.1,4.3,4.2,11.5,46.4,39.5,-0.5,17.9,14.3,285,0,314,17,-630,-31,-110,1040,3,0,0,1080,-810,0,0,0,0,0,0,0,250.0,-0.6333333333333333,13.0,51.0,0.25,2.6166666666666667
2025-03-16 23:20:00,4.4,1.7,10.0,41.1,46.2,41.9,3.5,0.9,39.0,4.3,4.2,11.5,46.2,39.5,-0.4,18.1,14.3,277,0,305,17,-610,-31,-100,1070,4,0,0,1050,-790,0,0,0,0,0,0,0,250.0,-0.575,13.0,51.0,0.25,2.675
2025-03-16 23:25:00,4.4,1.7,10.1,41.0,46.1,41.7,3.5,0.9,39.0,4.3,4.2,11.5,46.0,39.5,-0.2,17.9,14.2,268,0,296,17,-610,-30,-90,1040,3,0,0,1020,-760,0,0,0,0,0,0,0,250.0,-0.5,13.0,51.0,0.25,2.75
2025-03-16 23:30:00,4.4,1.7,10.1,41.0,46.1,41.8,3.5,1.0,39.0,4.3,4.3,11.5,46.0,39.4,-0.1,17.8,14.2,260,0,287,17,-580,-30,-90,990,3,0,0,990,-740,0,0,0,0,0,0,0,250.0,-0.4333333333333333,13.0,51.0,0.25,2.8166666666666664
2025-03-16 23:35:00,4.4,1.7,10.1,41.0,45.9,41.8,3.4,0.9,38.9,4.3,4.3,11.5,45.8,39.4,0.0,17.7,14.1,251,0,278,17,-570,-30,-80,980,3,0,0,970,-730,0,0,0,0,0,0,0,250.0,-0.3714285714285714,13.0,51.0,0.25,2.878571428571429
2025-03-16 23:40:00,4.4,1.7,10.1,40.8,45.7,41.8,3.4,1.0,38.9,4.3,4.3,11.5,45.7,39.4,0.0,17.7,14.0,251,0,277,17,-560,-30,-90,960,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.325,13.0,51.0,0.25,2.925
2025-03-16 23:45:00,4.4,1.7,10.1,40.9,45.6,41.6,3.4,1.0,38.9,4.3,4.4,11.5,45.6,39.4,0.0,17.7,14.0,250,0,276,17,-560,-30,-90,950,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.2888888888888889,13.0,51.0,0.25,2.9611111111111112
2025-03-16 23:50:00,4.5,1.7,10.1,40.8,45.6,41.5,3.5,1.0,38.8,4.2,4.4,11.5,45.5,39.3,-0.1,17.5,14.1,250,0,282,17,-560,-30,-90,960,3,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.27,13.0,51.0,0.25,2.98
2025-03-16 23:55:00,4.5,1.7,10.1,40.8,45.6,41.5,3.4,1.0,38.8,4.2,4.5,11.4,45.5,39.2,-0.2,17.5,14.9,249,0,280,17,-560,-29,-80,940,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.2636363636363636,13.0,51.0,0.25,2.9863636363636363
2025-03-17 00:00:00,4.5,1.8,10.1,40.8,45.5,41.4,3.5,1.0,38.8,4.1,4.5,11.4,45.5,39.2,-0.1,17.3,14.8,250,0,275,18,-570,-29,-90,940,3,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.25,13.0,51.0,0.25,3.0
2025-03-17 00:05:00,4.6,1.8,10.1,40.6,45.3,41.3,3.5,1.0,38.8,3.9,4.5,11.5,45.3,39.2,-0.1,17.2,14.4,250,0,275,17,-570,-29,-90,960,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,-0.2384615384615384,13.0,51.0,0.25,3.011538461538461
2025-03-17 00:10:00,4.5,1.8,10.1,40.5,45.3,41.1,3.5,1.1,38.7,4.1,4.5,11.4,45.2,39.2,0.0,17.6,14.8,249,0,274,17,-570,-29,-80,990,2,0,0,960,-720,0,0,0,0,0,0,0,250.0,-0.2214285714285714,13.0,51.0,0.25,3.0285714285714285
2025-03-17 00:15:00,4.6,1.8,10.1,40.5,45.2,41.1,3.5,1.1,38.7,4.1,4.6,11.4,45.2,39.1,0.0,17.6,14.3,248,0,274,17,-570,-29,-90,960,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.2066666666666666,13.0,51.0,0.25,3.043333333333333
2025-03-17 00:20:00,4.6,1.8,10.1,40.5,45.2,41.2,3.5,1.1,38.7,4.2,4.6,11.3,45.2,39.1,0.1,17.5,14.1,249,0,273,17,-570,-29,-80,940,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.1875,13.0,51.0,0.25,3.0625
2025-03-17 00:25:00,4.6,1.8,10.1,40.6,45.2,41.2,3.6,1.1,38.7,4.2,4.7,11.4,45.3,39.1,0.1,17.6,14.4,248,0,274,17,-580,-29,-80,930,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,-0.1705882352941176,13.0,51.0,0.25,3.0794117647058825
2025-03-17 00:30:00,4.6,1.8,10.1,40.5,45.1,41.2,3.6,1.1,38.6,4.1,4.7,11.5,45.2,39.1,0.1,17.7,14.4,250,0,275,17,-570,-29,-90,940,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.1555555555555555,13.0,51.0,0.25,3.094444444444445
2025-03-17 00:35:00,4.6,1.8,10.1,40.4,45.1,41.0,3.5,1.1,38.6,4.2,4.7,11.4,45.0,39.0,0.1,17.7,13.9,248,0,274,18,-570,-29,-90,960,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.1421052631578947,13.0,51.0,0.25,3.107894736842105
2025-03-17 00:40:00,4.6,1.8,10.1,40.2,44.9,40.8,3.6,1.1,38.6,4.2,4.8,11.4,44.9,38.9,0.1,17.9,13.9,247,0,278,17,-570,-29,-90,1000,2,0,0,960,-730,0,0,0,0,0,0,0,250.0,-0.13,13.0,51.0,0.25,3.12
2025-03-17 00:45:00,4.6,1.8,10.1,40.2,45.0,40.9,3.6,1.1,38.5,4.2,4.8,11.4,44.9,38.9,0.2,17.8,14.1,247,0,273,17,-570,-29,-90,950,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,-0.1142857142857142,13.0,51.0,0.25,3.1357142857142857
2025-03-17 00:50:00,4.6,1.8,10.1,40.2,44.9,41.0,3.5,1.1,38.5,4.0,4.8,11.4,44.9,38.9,0.4,17.9,14.7,247,0,273,18,-570,-29,-90,930,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,-0.0909090909090909,13.0,51.0,0.25,3.159090909090909
2025-03-17 00:55:00,4.7,1.8,10.1,40.3,44.8,40.9,3.6,1.1,38.5,4.2,4.9,11.5,44.9,38.8,0.7,18.0,15.5,247,0,273,19,-570,-29,-90,930,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,-0.0565217391304347,13.0,51.0,0.25,3.1934782608695653
2025-03-17 01:00:00,4.7,1.8,10.1,40.3,44.7,40.8,3.6,1.1,38.4,4.3,4.9,11.4,44.9,38.8,0.8,18.0,14.4,247,0,273,17,-570,-29,-80,960,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,-0.0208333333333333,13.0,51.0,0.25,3.2291666666666665
2025-03-17 01:05:00,4.7,1.8,10.1,40.2,44.9,40.8,3.5,1.1,38.4,4.3,4.9,11.3,44.8,38.8,0.8,17.9,14.9,246,0,273,18,-570,-28,-80,960,2,0,0,950,-720,0,0,0,0,0,0,0,250.0,0.0416666666666666,13.0,51.0,0.25,3.2916666666666665
2025-03-17 01:10:00,4.7,1.8,10.1,40.0,44.9,40.7,3.6,1.1,38.4,4.3,5.0,11.3,44.7,38.8,0.7,18.0,14.2,246,0,272,17,-570,-29,-90,980,2,0,0,960,-730,0,0,0,0,0,0,0,250.0,0.0999999999999999,13.0,51.0,0.25,3.35
2025-03-17 01:15:00,4.7,1.8,10.1,40.1,44.8,40.8,3.6,1.1,38.4,4.3,5.0,11.4,44.7,38.8,0.8,18.0,14.4,246,0,272,17,-570,-29,-90,930,2,0,0,950,-730,0,0,0,0,0,0,0,250.0,0.1541666666666666,13.0,51.0,0.25,3.404166666666667
2025-03-17 01:20:00,4.7,1.8,10.1,40.1,44.7,40.8,3.6,1.1,38.3,4.3,5.0,11.4,44.9,38.6,1.0,18.0,14.3,247,0,272,17,-570,-28,-90,930,1,0,0,950,-730,0,0,0,0,0,0,0,250.0,0.2125,13.0,51.0,0.25,3.4625
2025-03-17 01:25:00,4.7,1.8,10.1,40.2,44.7,40.8,3.6,1.1,38.3,4.3,5.1,11.3,44.8,38.6,1.2,17.9,14.3,246,0,276,17,-580,-28,-90,960,2,0,0,960,-730,0,0,0,0,0,0,0,250.0,0.2708333333333333,13.0,51.0,0.25,3.520833333333333
2025-03-17 01:30:00,4.7,1.9,10.1,40.0,44.7,40.7,3.6,1.2,38.3,4.2,5.1,11.3,44.5,38.6,1.2,17.8,14.4,240,0,270,17,-560,-28,-90,950,2,0,0,940,-710,0,0,0,0,0,0,0,250.0,0.325,13.0,51.0,0.25,3.575
2025-03-17 01:35:00,4.7,1.9,10.1,39.9,44.7,40.5,3.6,1.2,38.2,4.3,5.1,11.4,44.4,38.6,1.4,17.9,14.4,233,0,258,17,-560,-28,-90,950,2,0,0,920,-700,0,0,0,0,0,0,0,250.0,0.3833333333333333,13.0,51.0,0.25,3.633333333333333
2025-03-17 01:40:00,4.7,1.9,10.1,40.0,44.4,40.7,3.6,1.2,38.2,4.1,5.2,11.5,44.4,38.4,1.3,17.9,14.5,233,0,258,17,-550,-28,-90,900,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.4375,13.0,51.0,0.25,3.6875
2025-03-17 01:45:00,4.7,1.9,10.2,40.0,44.4,40.7,3.6,1.2,38.2,4.3,5.2,11.5,44.5,38.4,1.4,17.7,14.3,233,0,258,17,-550,-28,-90,900,2,0,0,910,-690,0,0,0,0,0,0,0,250.0,0.4958333333333333,13.0,51.0,0.25,3.7458333333333336
2025-03-17 01:50:00,4.7,1.9,10.2,39.9,44.5,40.5,3.6,1.2,38.1,4.3,5.2,11.6,44.4,38.4,1.3,17.7,14.2,234,0,259,17,-550,-28,-100,920,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.5541666666666666,13.0,51.0,0.25,3.8041666666666663
2025-03-17 01:55:00,4.7,2.0,10.3,39.7,44.4,40.3,3.6,1.2,38.1,4.3,5.3,11.8,44.2,38.4,1.3,17.5,14.3,232,0,257,17,-550,-27,-100,930,2,0,0,920,-700,0,0,0,0,0,0,0,250.0,0.6166666666666667,13.0,51.0,0.25,3.8666666666666663
2025-03-17 02:00:00,4.7,2.1,10.2,39.6,44.3,40.3,3.6,1.3,38.1,4.3,5.3,11.7,44.1,38.4,1.1,17.7,14.3,232,0,256,17,-510,-28,-100,910,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.6666666666666666,13.0,51.0,0.25,3.9166666666666665
2025-03-17 02:05:00,4.7,2.1,10.0,39.7,44.2,40.4,3.6,1.3,38.0,4.3,5.3,11.5,44.1,38.3,0.9,17.6,14.8,231,0,256,17,-510,-28,-110,910,1,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.7083333333333334,13.0,51.0,0.25,3.9583333333333335
2025-03-17 02:10:00,4.8,2.1,10.0,39.7,44.0,40.2,3.6,1.3,38.0,4.3,5.4,11.5,44.1,38.3,0.7,17.9,14.3,231,0,256,17,-520,-28,-110,930,2,0,0,920,-700,0,0,0,0,0,0,0,250.0,0.7374999999999999,13.0,51.0,0.25,3.9875
2025-03-17 02:15:00,4.7,2.0,10.0,39.5,43.9,40.1,3.6,1.2,38.0,4.3,5.4,11.4,44.0,38.3,0.7,17.8,15.0,232,0,261,17,-530,-28,-100,930,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.7666666666666666,13.0,51.0,0.25,4.016666666666667
2025-03-17 02:20:00,4.8,1.9,10.1,39.4,44.0,40.0,3.5,1.2,38.0,4.3,5.4,11.4,43.8,38.3,0.7,17.9,14.4,231,0,256,17,-540,-28,-90,930,2,0,0,910,-690,0,0,0,0,0,0,0,250.0,0.7916666666666666,13.0,51.0,0.25,4.041666666666667
2025-03-17 02:25:00,4.8,2.0,10.1,39.4,44.1,40.1,3.7,1.2,37.9,4.4,5.5,11.4,43.9,38.1,0.7,17.9,14.3,231,0,255,17,-550,-28,-90,890,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.8166666666666665,13.0,51.0,0.25,4.066666666666666
2025-03-17 02:30:00,4.8,2.0,10.1,39.4,43.9,40.1,3.7,1.3,37.9,4.3,5.5,11.4,43.9,38.1,0.5,17.8,14.6,231,0,256,17,-550,-28,-90,890,2,0,0,910,-700,0,0,0,0,0,0,0,250.0,0.8333333333333334,13.0,51.0,0.25,4.083333333333333
2025-03-17 02:35:00,4.8,2.0,10.1,39.3,43.7,39.9,3.7,1.3,37.9,4.5,5.5,11.4,43.7,38.1,0.6,18.0,14.4,231,0,256,17,-550,-28,-80,930,2,0,0,920,-700,0,0,0,0,0,0,0,250.0,0.8541666666666666,13.0,51.0,0.25,4.104166666666667
2025-03-17 02:40:00,4.8,2.0,10.1,39.2,43.6,39.6,3.7,1.3,37.8,4.4,5.5,11.3,43.6,38.0,0.6,17.9,14.2,230,0,255,17,-550,-28,-90,950,2,0,0,920,-700,0,0,0,0,0,0,0,250.0,0.8749999999999999,13.0,51.0,0.25,4.125
2025-03-17 02:45:00,4.8,1.8,10.1,38.8,43.8,39.4,3.6,0.7,37.8,4.4,5.6,11.4,44.4,38.0,1.0,17.9,14.3,338,0,361,17,-580,-27,-90,970,1,0,0,980,-780,0,0,0,0,0,0,0,250.0,0.9083333333333332,13.0,51.0,0.25,4.158333333333333
2025-03-17 02:50:00,4.8,1.3,10.0,38.7,45.0,39.5,3.7,0.4,37.7,4.5,5.6,11.5,45.0,38.0,1.0,17.9,14.3,352,0,378,17,-810,-29,-100,1210,2,0,0,1280,-970,0,0,0,0,0,0,0,250.0,0.9333333333333332,13.0,51.0,0.25,4.183333333333334
2025-03-17 02:55:00,4.8,1.5,10.1,38.9,45.2,39.8,3.9,0.7,38.3,4.3,5.6,11.5,45.3,38.0,1.1,17.7,24.1,352,0,380,27,-850,-29,-90,1270,2,0,0,1290,-950,0,340,0,0,0,0,0,250.0,0.95,13.0,51.0,0.25,4.2
2025-03-17 03:00:00,4.8,1.9,10.1,39.2,44.6,41.7,3.1,0.0,41.5,3.1,3.2,11.5,47.2,41.6,1.2,18.5,26.8,363,0,400,30,-760,-30,-100,1110,2,0,0,1250,-930,-20,10,0,0,0,0,0,250.0,0.9666666666666668,13.0,51.0,0.25,4.216666666666667
2025-03-17 03:05:00,4.8,2.9,10.1,39.4,44.7,41.9,3.6,1.7,41.7,3.6,3.6,11.5,44.5,42.1,1.5,19.2,29.7,85,0,130,33,-630,-31,-90,1170,2,0,0,1080,-720,0,-20,0,0,0,0,0,250.0,0.9958333333333332,13.0,51.0,0.25,4.245833333333334
2025-03-17 03:10:00,4.8,3.0,10.1,38.8,42.3,40.8,3.5,1.3,40.7,3.5,3.6,11.5,44.4,40.9,1.6,19.7,31.7,229,0,257,35,-330,-27,-80,740,2,0,0,630,-560,0,30,0,0,0,0,0,250.0,1.0333333333333334,13.0,51.0,0.25,4.283333333333333
2025-03-17 03:15:00,4.7,2.3,10.1,39.0,43.4,41.6,2.9,0.4,41.4,2.9,3.0,11.5,45.5,41.6,1.6,20.0,32.7,245,0,272,36,-480,-29,-80,820,2,0,0,890,-680,-10,10,0,0,0,0,0,250.0,1.0666666666666669,13.0,51.0,0.25,4.316666666666666
2025-03-17 03:20:00,4.7,3.1,10.0,38.7,43.4,41.2,3.4,2.8,41.0,3.5,3.3,11.4,41.5,41.1,1.4,20.3,33.3,0,0,25,36,-410,-29,-90,950,2,0,0,800,-470,0,-40,0,0,0,0,0,250.0,1.0833333333333333,13.0,51.0,0.25,4.333333333333333
2025-03-17 03:25:00,4.7,4.7,10.3,38.3,38.8,38.6,4.4,4.3,38.3,4.6,4.3,11.3,39.1,38.8,1.3,1.1,31.9,0,52,13,85,20,-24,-60,440,1,0,0,0,0,10,-70,0,0,0,0,0,250.0,1.0875,13.0,51.0,0.25,4.3375
2025-03-17 03:30:00,4.7,3.3,10.3,38.3,40.1,38.5,4.5,4.3,38.3,4.0,2.2,11.3,39.1,41.3,1.3,1.1,31.6,0,198,11,234,-180,-25,-50,190,0,0,0,0,0,390,-500,0,0,0,0,0,250.0,1.0916666666666668,13.0,51.0,0.25,4.341666666666667
2025-03-17 03:35:00,4.7,1.0,9.9,37.5,43.1,38.4,4.3,4.3,38.0,3.0,0.0,11.3,39.1,43.7,1.2,1.1,31.4,0,343,12,374,-580,-27,-100,900,1,0,0,0,0,1070,-930,0,0,0,0,0,250.0,1.0833333333333333,13.0,51.0,0.25,4.333333333333333
2025-03-17 03:40:00,4.7,1.5,9.8,37.2,43.6,39.1,2.5,2.4,38.9,2.4,-0.5,11.3,38.9,44.5,1.1,11.1,31.3,0,349,24,378,-760,-28,-120,1330,2,0,0,-20,30,1260,-920,0,0,0,0,0,250.0,1.075,13.0,51.0,0.25,4.325
2025-03-17 03:45:00,4.7,1.0,10.2,37.7,43.4,40.3,2.4,1.8,40.1,2.4,-0.7,11.5,41.9,46.1,1.2,13.3,30.5,125,359,152,386,-880,-29,-80,1180,2,0,0,150,-100,1220,-910,0,0,0,0,0,250.0,1.0666666666666669,13.0,51.0,0.25,4.316666666666666
2025-03-17 03:50:00,4.8,0.7,10.2,38.0,45.8,41.5,2.5,0.9,41.4,2.5,0.0,11.4,45.1,46.5,1.3,14.8,30.2,186,173,225,190,-1190,-30,-70,1580,2,0,0,500,-400,1220,-890,0,0,0,0,0,250.0,1.0666666666666669,13.0,51.0,0.25,4.316666666666666
2025-03-17 03:55:00,4.9,2.1,10.2,37.8,44.0,40.6,3.4,1.1,40.4,3.4,1.8,11.4,45.1,44.1,1.3,15.1,29.4,231,201,268,231,-900,-31,-80,1430,3,0,0,790,-600,530,-390,0,0,0,0,0,250.0,1.0666666666666669,13.0,51.0,0.25,4.316666666666666
2025-03-17 04:00:00,4.9,1.6,10.0,38.0,45.7,41.3,3.4,1.0,41.2,3.4,1.2,11.5,46.1,45.8,1.1,14.9,28.8,237,220,279,248,-1130,-32,-80,1550,3,0,0,870,-660,800,-610,0,0,0,0,0,250.0,1.0666666666666669,13.0,51.0,0.25,4.316666666666666
2025-03-17 04:05:00,4.9,1.7,10.0,38.4,46.4,41.7,3.6,1.2,41.5,3.6,1.4,11.5,46.6,46.4,1.0,14.5,28.5,238,221,284,249,-1130,-32,-90,1660,3,0,0,880,-660,820,-610,0,0,0,0,0,250.0,1.0708333333333333,13.0,51.0,0.25,4.320833333333333
2025-03-17 04:10:00,4.7,1.7,10.0,38.6,46.4,41.8,3.5,1.2,41.6,3.5,1.4,11.4,46.8,46.6,1.0,14.0,27.9,239,223,287,249,-1110,-33,-90,1690,3,0,0,880,-660,810,-610,0,0,0,0,0,250.0,1.0833333333333333,13.0,51.0,0.25,4.333333333333333
2025-03-17 04:15:00,4.6,1.7,10.0,38.9,46.9,42.3,3.4,1.1,42.1,3.4,1.3,11.5,47.4,47.2,0.7,13.6,26.8,241,225,290,250,-1100,-33,-90,1600,4,0,0,860,-650,810,-600,0,0,0,0,0,250.0,1.0833333333333333,13.0,51.0,0.25,4.333333333333333
2025-03-17 04:20:00,4.3,1.5,10.1,38.9,47.3,42.1,3.2,0.9,42.0,3.2,1.1,11.5,47.5,47.3,0.2,13.3,27.0,242,225,291,250,-1060,-34,-90,1700,4,0,0,870,-640,810,-590,0,0,0,0,0,250.0,1.0625,13.0,51.0,0.25,4.3125
2025-03-17 04:25:00,4.1,1.4,10.1,38.8,47.4,42.1,3.1,0.9,41.9,3.1,1.0,11.5,47.6,47.5,0.0,12.9,25.9,241,224,291,249,-1060,-34,-90,1610,3,0,0,860,-640,810,-580,0,0,0,0,0,250.0,1.0333333333333334,13.0,51.0,0.25,4.283333333333333
2025-03-17 04:30:00,4.1,1.4,10.1,38.7,47.6,42.1,3.1,0.8,41.9,3.1,1.0,11.5,47.9,47.8,-0.1,12.5,25.4,242,225,291,249,-1070,-34,-100,1620,4,0,0,860,-640,800,-580,0,0,0,0,0,250.0,1.0083333333333335,13.0,51.0,0.25,4.258333333333334
2025-03-17 04:35:00,4.1,1.4,10.1,39.3,48.0,42.5,3.0,0.8,42.3,3.0,1.0,11.5,48.4,48.2,-0.2,12.3,24.9,244,227,298,250,-1060,-35,-90,1570,4,0,0,850,-640,790,-580,0,0,0,0,0,250.0,0.975,13.0,51.0,0.25,4.225
2025-03-17 04:40:00,4.1,1.4,10.1,39.4,48.2,42.6,3.0,0.7,42.5,3.0,1.0,11.5,48.7,48.5,-0.2,12.1,24.5,247,229,298,251,-1050,-35,-90,1580,4,0,0,850,-630,790,-580,0,0,0,0,0,250.0,0.9416666666666668,13.0,51.0,0.25,4.191666666666666
2025-03-17 04:45:00,4.0,1.3,10.0,39.5,48.4,42.5,2.9,0.7,42.3,2.9,0.9,11.5,48.8,48.5,-0.4,11.9,24.3,246,228,293,251,-1050,-35,-90,1580,5,0,0,850,-630,800,-580,0,0,0,0,0,250.0,0.8833333333333334,13.0,51.0,0.25,4.133333333333334
2025-03-17 04:50:00,4.0,1.3,10.1,38.9,48.4,41.9,2.9,0.7,41.7,2.9,0.9,11.8,48.6,48.3,-0.2,11.6,23.3,245,228,292,249,-1040,-35,-120,1720,4,0,0,850,-630,790,-570,0,0,0,0,0,250.0,0.8333333333333335,13.0,51.0,0.25,4.083333333333334
2025-03-17 04:55:00,3.9,1.3,10.3,38.8,48.6,41.7,2.9,0.7,41.5,2.9,0.9,11.8,48.7,48.6,0.1,11.2,23.4,239,226,285,247,-1030,-35,-90,1580,4,0,0,830,-610,790,-570,0,0,0,0,0,250.0,0.7916666666666666,13.0,51.0,0.25,4.041666666666667
2025-03-17 05:00:00,3.9,1.4,10.2,38.7,48.7,41.7,2.9,0.8,41.5,2.9,1.0,11.7,48.7,48.7,0.1,10.9,23.6,224,213,269,235,-970,-36,-90,1610,4,0,0,790,-590,740,-540,0,0,0,0,0,250.0,0.7458333333333335,13.0,51.0,0.25,3.9958333333333336
2025-03-17 05:05:00,3.9,1.4,10.1,38.9,48.6,41.4,2.8,0.8,41.1,2.8,1.0,11.6,48.8,48.8,0.0,10.7,22.0,214,206,256,226,-920,-36,-110,1620,5,0,0,750,-560,730,-520,0,0,0,0,0,250.0,0.6833333333333335,13.0,51.0,0.25,3.9333333333333336
2025-03-17 05:10:00,3.9,1.4,10.1,38.3,48.0,39.7,2.7,0.7,39.5,2.7,0.9,11.6,47.6,47.7,0.0,10.6,22.6,209,201,248,222,-880,-36,-110,1610,4,0,0,750,-550,730,-520,0,0,0,0,0,250.0,0.6166666666666667,13.0,51.0,0.25,3.8666666666666663
2025-03-17 05:15:00,3.8,1.2,10.0,37.4,46.7,39.0,2.6,0.6,38.8,2.6,0.8,11.5,46.8,46.6,0.0,10.6,22.2,211,203,251,224,-900,-36,-100,1600,12,0,0,750,-570,750,-530,0,0,0,0,0,250.0,0.55,13.0,51.0,0.25,3.8
2025-03-17 05:20:00,3.8,0.7,10.1,36.0,46.1,37.2,2.5,0.1,37.1,2.5,0.3,11.5,46.2,46.0,0.0,10.7,23.0,249,240,294,260,-1050,-35,-90,1780,15,0,0,880,-610,850,-570,0,0,0,0,0,250.0,0.4916666666666667,13.0,51.0,0.25,3.7416666666666663
2025-03-17 05:25:00,3.8,0.5,10.1,35.6,46.4,36.3,2.5,0.0,36.1,2.5,0.0,11.5,46.4,46.4,-0.1,10.6,23.3,275,263,325,285,-1240,-36,-70,1860,16,0,0,960,-710,940,-680,0,0,0,0,0,250.0,0.4333333333333333,13.0,51.0,0.25,3.683333333333333
2025-03-17 05:30:00,3.8,0.4,9.9,35.9,46.6,36.4,2.6,0.0,36.3,2.6,0.0,11.5,46.7,46.7,-0.1,10.8,24.1,295,280,348,305,-1370,-38,-100,2080,17,0,0,1050,-790,1020,-760,0,0,0,0,0,250.0,0.375,13.0,51.0,0.25,3.625
2025-03-17 05:35:00,3.8,0.3,10.1,35.7,46.6,36.2,2.8,0.0,36.0,2.8,0.0,11.4,46.4,46.4,-0.2,11.1,24.9,322,307,381,332,-1500,-37,-80,2220,16,0,0,1120,-830,1080,-800,0,0,0,0,0,250.0,0.3166666666666666,13.0,51.0,0.25,3.5666666666666664
2025-03-17 05:40:00,3.8,0.0,10.1,35.8,46.5,36.8,2.7,-0.3,36.6,2.7,-0.2,11.5,47.0,47.0,-0.3,11.4,25.3,353,337,414,363,-1610,-39,-60,2310,15,0,0,1220,-900,1190,-880,0,0,0,0,0,250.0,0.2583333333333333,13.0,51.0,0.25,3.5083333333333333
2025-03-17 05:45:00,3.6,0.3,10.1,36.1,45.8,36.8,2.7,0.0,36.6,2.7,-0.3,11.5,45.5,47.1,-0.4,11.3,25.5,310,344,371,368,-1480,-40,-80,2260,14,0,0,980,-720,1210,-880,0,0,0,0,0,250.0,0.1916666666666666,13.0,51.0,0.25,3.441666666666667
2025-03-17 05:50:00,3.4,-0.1,10.1,36.2,46.6,36.8,2.4,-0.6,36.5,2.4,-0.6,11.6,46.7,46.9,-0.5,11.5,25.8,354,220,416,242,-1620,-40,-80,2390,13,0,0,1210,-900,1240,-880,0,0,0,0,0,250.0,0.1166666666666666,13.0,51.0,0.25,3.3666666666666667
2025-03-17 05:55:00,3.3,0.0,10.0,35.6,45.8,36.6,2.3,-0.6,36.4,2.3,-0.5,11.5,46.1,45.8,-0.5,11.7,27.1,347,342,408,372,-1460,-41,-100,2320,12,0,0,1250,-910,1120,-800,0,0,0,0,0,250.0,0.0416666666666666,13.0,51.0,0.25,3.2916666666666665
