#Engineering-Data-Exchange - B.I.G.-EU
PROJECT_NAME
VERSION_OF_REFERENCEFILE
TIMESTAMP_OF_LAST_CHANGE;25.03.2025
AUTHOR_OF_LAST_CHANGE;YABE Yet Another Bacnet Explorer
VERSION_OF_LAYOUT;2.3
#mandatory;mandator;mandatory;mandatory;mandatory;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional
# keyname;device obj.-instance;object-name;object-type;object-instance;description;present-value-default;min-present-value;max-present-value;settable;supports COV;hi-limit;low-limit;state-text-reference;unit-code;vendor-specific-addres
OBJECT_ANALOG_INPUT:96;2128101;115437_3590_002_00_OEA01_MV3;0;96;|A| Energimåler tørrkjølerkrets Totalt volum |C| =359.002-OE401;;;;;;;;;80
OBJECT_ANALOG_INPUT:97;2128101;115437_3590_002_00_OEA01_MV5;0;97;|A| Energimåler tørrkjølerkrets Tur temperatur |C| =359.002-OE401;;;;;;;;;62
OBJECT_ANALOG_INPUT:98;2128101;115437_3590_002_00_OEA01_MV6;0;98;|A| Energimåler tørrkjølerkrets Retur temperatur |C| =359.002-OE401;;;;;;;;;62
OBJECT_ANALOG_INPUT:99;2128101;115437_3590_002_00_OEA01_MV7;0;99;|A| Energimåler tørrkjølerkrets Temperaturdifferanse |C| =359.002-OE401;;;;;;;;;62
OBJECT_ANALOG_INPUT:100;2128101;115437_3590_002_00_OEA01_MV4;0;100;|A| Energimåler tørrkjølerkrets Gjennomstrømning |C| =359.002-OE401;;;;;;;;;135
OBJECT_ANALOG_INPUT:101;2128101;115437_3590_002_04_OEA01_MV1;0;101;|A| Energimåler tørrkjølerkrets Total energi |C| =359.002-OE401;;;;;;;;;19
OBJECT_ANALOG_INPUT:102;2128101;115437_3590_002_00_OEB01_MV8;0;102;|A| Energimåler tørrkjølerkrets Total energi hentet fra uteluft |C| =359.002-OE501;;;;;;;;;19
OBJECT_ANALOG_INPUT:103;2128101;115437_3590_002_00_OEB01_MV2;0;103;|A| Energimåler tørrkjølerkrets Avgitt effekt |C| =359.002-OE501;;;;;;;;;48
OBJECT_ANALOG_INPUT:104;2128101;115437_3590_002_00_OEB01_MV3;0;104;|A| Energimåler tørrkjølerkrets Totalt volum |C| =359.002-OE501;;;;;;;;;80
OBJECT_ANALOG_INPUT:105;2128101;115437_3590_002_00_OEB01_MV5;0;105;|A| Energimåler tørrkjølerkrets Tur temperatur |C| =359.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:106;2128101;115437_3590_002_00_OEB01_MV6;0;106;|A| Energimåler tørrkjølerkrets Retur temperatur |C| =359.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:107;2128101;115437_3590_002_00_OEB01_MV7;0;107;|A| Energimåler tørrkjølerkrets Temperaturdifferanse |C| =359.002-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:108;2128101;115437_3590_002_00_OEB01_MV4;0;108;|A| Energimåler tørrkjølerkrets Gjennomstrømning |C| =359.002-OE501;;;;;;;;;135
OBJECT_ANALOG_INPUT:109;2128101;115437_3590_002_05_OEB01_MV1;0;109;|A| Energimåler tørrkjølerkrets Total energi |C| =359.002-OE501;;;;;;;;;19
OBJECT_ANALOG_INPUT:110;2128101;115437_3700_001_00_OEA01_MV1;0;110;|A| Energimåler levert fjernkjøling Total energi |C| =370.001-OE501;;;;;;;;;19
OBJECT_ANALOG_INPUT:111;2128101;115437_3700_001_00_OEA01_MV2;0;111;|A| Energimåler levert fjernkjøling Avgitt effekt |C| =370.001-OE501;;;;;;;;;48
OBJECT_ANALOG_INPUT:112;2128101;115437_3700_001_00_OEA01_MV3;0;112;|A| Energimåler levert fjernkjøling Totalt volum |C| =370.001-OE501;;;;;;;;;80
OBJECT_ANALOG_INPUT:113;2128101;115437_3700_001_00_OEA01_MV5;0;113;|A| Energimåler levert fjernkjøling Tur temperatur |C| =370.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:114;2128101;115437_3700_001_00_OEA01_MV6;0;114;|A| Energimåler levert fjernkjøling Retur temperatur |C| =370.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:115;2128101;115437_3700_001_00_OEA01_MV7;0;115;|A| Energimåler levert fjernkjøling Temperaturdifferanse |C| =370.001-OE501;;;;;;;;;62
OBJECT_ANALOG_INPUT:116;2128101;115437_3700_001_00_OEA01_MV4;0;116;|A| Energimåler levert fjernkjøling Gjennomstrømning |C| =370.001-OE501;;;;;;;;;135
